,alpha,BUY11_lasso_avg_mse,BUY11_linear_avg_mse,CAT11_lasso_avg_mse,CAT11_linear_avg_mse,BUY21_lasso_avg_mse,BUY21_linear_avg_mse,CAT21_lasso_avg_mse,CAT21_linear_avg_mse,BUY41_lasso_avg_mse,BUY41_linear_avg_mse,CAT41_lasso_avg_mse,CAT41_linear_avg_mse,BUY51_lasso_avg_mse,BUY51_linear_avg_mse,CAT51_lasso_avg_mse,CAT51_linear_avg_mse,BUY81_lasso_avg_mse,BUY81_linear_avg_mse,CAT81_lasso_avg_mse,CAT81_linear_avg_mse,BUY88_lasso_avg_mse,BUY88_linear_avg_mse,BUY91_lasso_avg_mse,BUY91_linear_avg_mse,CAT91_lasso_avg_mse,CAT91_linear_avg_mse
0,0.001,0.7844180441886351,0.975445510321344,0.7238445864757229,0.9545418002712048,0.7949052938174702,1.0008130828581323,0.8814176497962862,1.064495252193752,0.8329155432664344,0.9605538421599158,0.9949524191011208,1.1573146664230665,0.7245769985527852,0.9689943907701948,0.7194614455459669,0.9629629827981616,0.6801178960728553,0.9714863318422352,0.8681545828113892,1.039736301695742,0.8851140786589113,0.942365850079674,0.7391218089348818,0.9155755096397158,0.7828920603270169,5.705713639821299e+21
1,0.01,0.7989963704053626,0.975445510321344,0.7386209909966477,0.9545418002712048,0.8060603604399175,1.0008130828581323,0.8941736307315045,1.064495252193752,0.8334300332336632,0.9605538421599158,0.9996178460593296,1.1573146664230665,0.7401102379420541,0.9689943907701948,0.735349578910401,0.9629629827981616,0.7047438865384354,0.9714863318422352,0.8806791841036452,1.039736301695742,0.9142825806007556,0.942365850079674,0.7576021027005073,0.9155755096397158,0.7964054372857421,5.705713639821299e+21
2,0.25,0.936660469578444,0.975445510321344,0.8291499132548598,0.9545418002712048,0.9607392418899212,1.0008130828581323,0.9686069470387546,1.064495252193752,0.8546285104683623,0.9605538421599158,1.0665649621474242,1.1573146664230665,0.9564717117902944,0.9689943907701948,0.8575640202460431,0.9629629827981616,0.8454575719469538,0.9714863318422352,1.0166209147947665,1.039736301695742,0.9908409937776712,0.942365850079674,0.92946679316515,0.9155755096397158,0.928489895617786,5.705713639821299e+21
3,0.5,1.0008988704213269,0.975445510321344,0.9977506906591423,0.9545418002712048,1.0205717003971653,1.0008130828581323,1.0770150867532542,1.064495252193752,0.9971083895425226,0.9605538421599158,1.1623076553383132,1.1573146664230665,1.0174161234788732,0.9689943907701948,0.9771265096325836,0.9629629827981616,1.008978412280746,0.9714863318422352,1.0565705066773308,1.039736301695742,0.9908409937776712,0.942365850079674,1.0020073394779496,0.9155755096397158,1.0207547386898823,5.705713639821299e+21
4,1.0,1.0008988704213269,0.975445510321344,0.9977506906591423,0.9545418002712048,1.0205717003971653,1.0008130828581323,1.0770150867532542,1.064495252193752,0.9971083895425226,0.9605538421599158,1.1623076553383132,1.1573146664230665,1.0174161234788732,0.9689943907701948,0.9771265096325836,0.9629629827981616,1.008978412280746,0.9714863318422352,1.0565705066773308,1.039736301695742,0.9908409937776712,0.942365850079674,1.0020073394779496,0.9155755096397158,1.0207547386898823,5.705713639821299e+21
